wave,lnLP,FSTS,FSTSsq,TCI_full,DAI_core,DAI_epay,lnEmp,firmage,foreigndummy,sample_base,sample_full
2022,14.386181890647125,0.0,0.0,0.8116200598376241,1.0,,3.091042453358316,42.0,0.0,True,True
2022,14.22097566607244,0.0,0.0,-0.6168149947933788,0.0,,2.302585092994046,11.0,0.0,True,True
2022,14.582279878394834,0.0,0.0,-0.6168149947933788,0.0,,5.521460917862246,22.0,0.0,True,True
2022,13.659274371645994,0.0,0.0,-0.6168149947933788,0.0,,2.6390573296152584,17.0,0.0,True,True
2022,13.378874883511267,0.0,0.0,0.8116200598376241,1.0,,3.091042453358316,12.0,0.0,True,True
2022,15.42039073124591,0.0,0.0,0.8116200598376241,1.0,,2.9444389791664403,44.0,0.0,True,True
2022,12.716898269296165,1.0,1.0,-0.6168149947933788,0.0,,3.4011973816621555,12.0,0.0,True,True
2022,13.633189001170319,0.0,0.0,0.8116200598376241,0.0,,3.4011973816621555,26.0,0.0,True,True
2022,14.853766046091486,0.0,0.0,0.8116200598376241,1.0,,3.5553480614894135,21.0,0.0,True,True
2022,13.856947747828448,0.0,0.0,-0.6168149947933788,0.0,,2.5649493574615367,9.0,0.0,True,True
2022,15.057223690273057,0.0,0.0,2.240055114468627,1.0,,3.9512437185814275,27.0,0.0,True,True
2022,13.884503429451225,0.25,0.0625,1.2877650780479581,1.0,,5.634789603169249,21.0,0.0,True,True
2022,13.017002861746503,1.0,1.0,1.2877650780479581,0.0,,2.995732273553991,12.0,0.0,True,True
2022,14.203276088973038,0.0,0.0,-0.6168149947933788,1.0,,5.247024072160486,24.0,0.0,True,True
2022,15.520258650202699,0.0,0.0,2.240055114468627,1.0,,4.382026634673881,17.0,0.0,True,True
2022,15.78609711333651,0.0,0.0,-0.6168149947933788,1.0,,4.859812404361672,57.0,0.0,True,True
2022,12.591735126342158,0.45,0.2025,-0.6168149947933788,0.0,,2.833213344056216,23.0,0.0,True,True
2022,14.125665486268113,0.0,0.0,0.8116200598376241,1.0,,4.007333185232471,16.0,0.0,True,True
2022,14.22097566607244,0.0,0.0,0.8116200598376241,1.0,,5.298317366548036,32.0,0.0,True,True
2022,13.594151128443565,0.0,0.0,-0.6168149947933788,1.0,,4.248495242049359,24.0,0.0,True,True
2022,13.41004544985611,0.0,0.0,-0.6168149947933788,0.0,,2.70805020110221,37.0,0.0,True,True
2022,16.715932651713942,0.0,0.0,0.8116200598376241,1.0,,5.393627546352362,34.0,0.0,True,True
2022,14.326336181730264,0.0,0.0,-0.6168149947933788,1.0,,3.4011973816621555,27.0,0.0,True,True
2022,15.890207528613352,0.0,0.0,3.66849016909963,1.0,,5.926926025970411,9.0,0.0,True,True
2022,14.864932602441613,0.0,0.0,-0.6168149947933788,0.0,,4.941642422609304,35.0,0.0,True,True
2022,13.997832114758229,0.0,0.0,-0.6168149947933788,0.0,,1.6094379124341003,12.0,0.0,True,True
2022,15.804438092103279,0.0,0.0,-0.6168149947933788,0.0,,5.560681631015528,48.0,0.0,True,True
2022,13.390207107636446,0.0,0.0,-0.6168149947933788,1.0,,3.332204510175204,15.0,0.0,True,True
2022,13.06066980839899,0.0,0.0,-0.6168149947933788,1.0,,4.762173934797756,21.0,0.0,True,True
2022,14.469397024570917,0.0,0.0,-0.6168149947933788,1.0,,2.8903717578961645,62.0,0.0,True,True
