study_id,wos_id,authors,year,title,journal,doi,n_sample,country,screen_l1,screen_l1_reason,screen_l2,screen_l2_reason,eligible,doi_measure,fp_measure,r_reported,n_used,notes
S1946,001355354200001,"Askarzadeh, Alireza; Yung, Kenneth; Askarzadeh, Fatemeh",2025,The effect of international diversification on investment efficiency,RESEARCH IN INTERNATIONAL BUSINESS AND FINANCE,,,,UNSURE,title_insufficient,,,,,,,,wos
S1947,001356952400001,"Sun, Kai; Kumbhakar, Subal C.; Lien, Gudbrand",2025,Productivity and growth decomposition: a novel single-index smooth-coefficient stochastic frontier approach,EUROPEAN REVIEW OF AGRICULTURAL ECONOMICS,,,,UNSURE,title_insufficient,,,,,,,,wos
S1948,001357933000001,"Doan, Ngoc Thang; Tran, Ngoc Mai; Doan, Van Ha; Mai, Huong Giang",2026,The Liability of Informality and De-internationalisation During the COVID-19: International Evidence,FOREIGN TRADE REVIEW,,,,UNSURE,title_insufficient,,,,,,,,wos
S1949,001361050200001,"Liu, Caixia; Chen, Xuesheng; Wang, Yuquan; Xiao, Shuwen; Liu, Chengyu; Liu, Feng",2025,Exploring the determinants of systematic risk through machine learning: evidence from Chinese listed companies,APPLIED ECONOMICS,,,,UNSURE,title_insufficient,,,,,,,,wos
S1950,001360028800001,"Tinits, Priit; Yi, Jingtao; Fey, Carl F.; Meng, Shuang",2025,Government R&D support's effects on export performance via innovation: An analysis of organizational motivators as moderators,INTERNATIONAL BUSINESS REVIEW,,,,Y,ip_perf_match,,,,,,,,wos
S1951,001365729800001,"Afrifa, Godfred Adjapong; Amankwah-Amoah, Joseph",2025,Beyond Labels: Unveiling the Interplay Between Identity and Name Changes in Firm Performance,INTERNATIONAL JOURNAL OF FINANCE & ECONOMICS,,,,UNSURE,title_insufficient,,,,,,,,wos
S1952,001367842800001,"Liu, Yu",2025,When Should Sustainability Have A C-Suite Seat? An Empirical Study on the Environmental and Organizational Correlates of Chief Sustainability Officer Positions,BUSINESS STRATEGY AND THE ENVIRONMENT,,,,UNSURE,title_insufficient,,,,,,,,wos
S1953,001367514500001,"Sekyere, Kwame Ntim; Jalali, Hossein S.",2024,Founder's international market knowledge and SMEs resource orchestration ability: a moderated-mediated analysis,COMPETITIVENESS REVIEW,,,,UNSURE,title_insufficient,,,,,,,,wos
S1954,001369195200001,"Sousa, Carlos M. P.; Tsinopoulos, Christos; Yan, Ji; Benito, Gabriel R. G.",2025,Finding the sweet spot: effects of exporting on the relationship between R&D investment and NPD performance,INTERNATIONAL MARKETING REVIEW,,,,Y,ip_perf_match,,,,,,,,wos
S1955,001368488200001,"Wang, Mengsha; Ni, Huiqiang",2026,New market entry of Chinese mobile e-commerce platforms in context of growth desperation-a case study based on Pinduoduo's internationalization strategy,KYBERNETES,,,,Y,ip_perf_match,,,,,,,,wos
S1956,001371962100001,"Cui, Lin; Lew, Yong Kyu; Khan, Zaheer; Lu, Jiangyong",2025,International Entrepreneurial Spin-Offs: An Ambidextrous Approach to Internationalization,MANAGEMENT AND ORGANIZATION REVIEW,,,,UNSURE,title_insufficient,,,,,,,,wos
S1957,001371036600001,"Amornkitvikai, Yot; Charoenrat, Teerawat",2024,"The impact of female chief executive officers, ownership, and globalization on ASEAN manufacturers' technical efficiency performance",RESEARCH IN GLOBALIZATION,,,,Y,ip_perf_match,,,,,,,,wos
S1958,001374439600001,"Saripalle, Madhuri; Gupta, Prachi",2025,Driving productivity: a comparison of the Indian automobile manufacturers and component suppliers,ASIAN JOURNAL OF TECHNOLOGY INNOVATION,,,,UNSURE,title_insufficient,,,,,,,,wos
S1959,001373431500001,"Sanchez-Famoso, Valeriano; Cano-Rubio, Myriam; Fuentes-Lombardo, Guadalupe",2025,Relational capital's contribution to international success: Evidence from family-owned wineries and olive oil mills in Spain,RESEARCH IN INTERNATIONAL BUSINESS AND FINANCE,,,,UNSURE,title_insufficient,,,,,,,,wos
S1960,001376772300001,"Frey, Rainer; Goldbach, Stefan",2025,Internationalisation as a boost for many firms: evidence from Germany,REVIEW OF WORLD ECONOMICS,,,,UNSURE,title_insufficient,,,,,,,,wos
S1961,001375133500001,"Macro, Samantha; Ott, Ursula F.",2024,The evolution of the ability to effectively innovate in a transnational organization - A configurational analysis,JOURNAL OF INTERNATIONAL MANAGEMENT,,,,UNSURE,title_insufficient,,,,,,,,wos
S1962,001379716300001,"Grego, Marica; Buckley, Peter J.; Munjal, Surender; Voss, Hinrich; Wang, Elizabeth Yi",2025,Managers and internationalization decisions: An affect-enacted model,GLOBAL STRATEGY JOURNAL,,,,Y,ip_firm_match,,,,,,,,wos
S1963,001378460300001,"Aliakbari, Aliasghar; Crick, James M.; Chen, Wei-Fen; Crick, Dave",2025,Unpacking the relationship between entrepreneurial marketing activities and small firm performance,INTERNATIONAL JOURNAL OF ENTREPRENEURIAL BEHAVIOR & RESEARCH,,,,UNSURE,title_insufficient,,,,,,,,wos
S1964,001380173200001,"Khairallah, Racha; Ben Hamida, Lamia; Feki, Rochdi",2024,Foreign direct investment motivation and spillovers from southern MNCs in Switzerland: the role of FDI motivation and cultural dimension,MACROECONOMICS AND FINANCE IN EMERGING MARKET ECONOMIES,,,,UNSURE,title_insufficient,,,,,,,,wos
S1965,001380773600003,"Arabiun, Abolghasem; Hosseini, Elahe; Ziyae, Babak; Tahami, Seyedeh Mahla",2025,The impact of Entrepreneurial Orientation and Digitalization on Performance Sustainability with the Mediation of Knowledge Management in Digital Start-Ups,INTERDISCIPLINARY JOURNAL OF MANAGEMENT STUDIES,,,,UNSURE,title_insufficient,,,,,,,,wos
S1966,001381763600001,"Brahmana, Rayenda Khresna; Kontesa, Maria; Setiawan, Doddy",2025,Does digital transformation matter for international diversification? The role of product market competition,CRITICAL PERSPECTIVES ON INTERNATIONAL BUSINESS,,,,UNSURE,title_insufficient,,,,,,,,wos
S1967,001384619700010,"Bigos, Krystian; Michalik, Adam",2024,Intellectual capital and new ventures early internationalization: Firm-level analysis of Austrian SMEs,ENTREPRENEURIAL BUSINESS AND ECONOMICS REVIEW,,,,Y,ip_firm_match,,,,,,,,wos
S1968,001387685700001,"Chaldun, Evy Rachmawati; Yudoko, Gatot; Prasetio, Eko Agus",2024,Developing a Theoretical Framework of Export-Oriented Small Enterprises: A Multiple Case Study in an Emerging Country,SUSTAINABILITY,,,,N,theoretical framework,,,,,,,,wos
S1969,001389236400001,"Jalali, Hossein S.",2025,Reframing government support for SMEs' performance in international market: the critical role of institutional context,ASIA-PACIFIC JOURNAL OF BUSINESS ADMINISTRATION,,,,UNSURE,title_insufficient,,,,,,,,wos
S1970,001390805800001,"Elgharabawy, Adel; Aladwey, Laila Mohamed Alshawadfy",2025,"ESG performance, board diversity and tax avoidance: empirical evidence from the UK",JOURNAL OF FINANCIAL REPORTING AND ACCOUNTING,,,,UNSURE,title_insufficient,,,,,,,,wos
S1971,001390383100003,"Abubakar, Mukhtar Salisu; Rahim, Norhuda Abdul; Yusof, Raja Nerina Raja; Yahya, Mohamed Hisham",2025,Learning Orientation and Export Performance in Nigeria: The Moderating Effect of Export Knowledge,GADJAH MADA INTERNATIONAL JOURNAL OF BUSINESS,,,,Y,ip_perf_match,,,,,,,,wos
S1972,001391891000001,"Ranasinghe, Udish Chalana; Ennis, Sean Forrest; Monteiro, Januario; Malagueno, Ricardo",2025,"Global value chains, trade facilitation and the use of environmental management practices in SMEs",INTERNATIONAL JOURNAL OF OPERATIONS & PRODUCTION MANAGEMENT,,,,UNSURE,title_insufficient,,,,,,,,wos
S1973,001391942600001,"Garrab, Mehdi Younes",2025,"Dynamic capabilities, ordinary capabilities and international intensity contributions to performance",REVIEW OF INTERNATIONAL BUSINESS AND STRATEGY,,,,UNSURE,title_insufficient,,,,,,,,wos
S1974,001392784000013,"Kiessling, Timothy; Dabic, Marina; Yadav, Sandeep; Huck, Nicolas; Maley, Jane F.",2025,Supply Chain Disruptions and Need for Resilience: SMEs Direct/Indirect Exporting and Rapid Internationalization,IEEE TRANSACTIONS ON ENGINEERING MANAGEMENT,,,,UNSURE,title_insufficient,,,,,,,,wos
S1975,001395771800001,"Ul Ain, Qurat; Javaid, Hafiz Mustansar; Cafaro, Emanuela Mattia; D'Alessio, Raffaele",2025,Navigating international waters: the board's role in enhancing intellectual capital efficiency,INTERNATIONAL JOURNAL OF EMERGING MARKETS,,,,UNSURE,title_insufficient,,,,,,,,wos
S1976,001405310600001,"Zhang, Hongmei; Xing, Mu; Chen, Dong",2025,Can the Succession Plan for Family Business Achieve Social Employment Stability? An Analysis from the Perspective of Entrepreneurs,ECONOMIES,,,,UNSURE,title_insufficient,,,,,,,,wos
S1977,001406401500001,"Kaur, Navjot; Singh, Balwinder",2025,Unveiling Determinants of Resource Allocation to R&D and Advertising: Insights from Indian Manufacturing Companies,GLOBAL BUSINESS REVIEW,,,,UNSURE,title_insufficient,,,,,,,,wos
S1978,001404975900002,"Pham, Thuy-Dzung T.; Vo, Thi Huong Giang; Nguyen, Son-Tung; Luong, Duy Binh",2024,Diverse Leadership and Firm Success: The Role of Top Management Socialisation,MARKETING AND MANAGEMENT OF INNOVATIONS,,,,UNSURE,title_insufficient,,,,,,,,wos
S1979,001408992100001,"Xu, Xin; Sun, Meiya",2025,"Digital Transformation, Internationalisation and ESG Performance of Multinational Companies",MANAGERIAL AND DECISION ECONOMICS,,,,Y,ip_perf_match,,,,,,,,wos
S1980,001409157400006,"Wang, Junlin; Kim, Minho; Zhang, Chenyu",2024,The Synergy Effect of Internationalization and R&D Intensity on Firm Performance in Korea: A Perspective Based on Knowledge- Based Theory,JOURNAL OF KOREA TRADE,,,,Y,ip_perf_match,,,,,,,,wos
S1981,001412261200001,"Vo, Dut Van; Nguyen, Yen Hoang; Nguyen, Dang Huu",2025,"Internal R&D, family ownership and product innovation performance of entrepreneurial ventures in Vietnam: the moderating roles of informal exchange and internationalization",ASIA PACIFIC BUSINESS REVIEW,,,,Y,ip_perf_match,,,,,,,,wos
S1982,001413249300001,"Chen, Xuchang; Wu, Changqi; Xie, Xuanli",2025,Foreign ownership and corporate litigation risk,JOURNAL OF BUSINESS RESEARCH,,,,UNSURE,title_insufficient,,,,,,,,wos
S1983,001414209800001,"Chen, Fenglan; Wang, Shanshan",2025,How to reshape the international competitive advantage of Chinese manufacturing enterprises: A perspective of input servitization,ECONOMIC ANALYSIS AND POLICY,,,,UNSURE,title_insufficient,,,,,,,,wos
S1984,001413937100001,"Mostafiz, Md Imtiaz; Ahmed, Farhad Uddin; Tardios, Janja; Hughes, Paul; Tarba, Shlomo Y.",2025,Configuring international entrepreneurial orientation and dynamic internationalization capability to predict international performance,INTERNATIONAL BUSINESS REVIEW,,,,Y,ip_perf_match,,,,,,,,wos
S1985,001418857300001,"Avenyo, Elvis Korku; Tregenna, Fiona",2025,'Learning to Export' and 'Learning By Exporting': Revisiting the Relationship Between Innovation and Exports in African Firms,AFRICAN DEVELOPMENT REVIEW-REVUE AFRICAINE DE DEVELOPPEMENT,,,,UNSURE,title_insufficient,,,,,,,,wos
S1986,001419391500001,"Szwajca, Danuta; Rydzewska, Alina",2025,Effects and Determinants of Implementing Digital Customer Service Tools in Polish SMEs,SUSTAINABILITY,,,,UNSURE,title_insufficient,,,,,,,,wos
S1987,001352786000008,"Marin, Raquel; Santos-Arteaga, Francisco J.; Tavana, Madjid; Di Caprio, Debora",2024,Productivity Improvements Triggered by Robotization and Internationalization Processes: The Spanish Experience,ARTIFICIAL INTELLIGENCE AND BUSINESS TRANSFORMATION,,,,Y,ip_perf_match,,,,,,,,wos
S1988,001423414200001,"Baig, Maria Ijaz; Yadegaridehkordi, Elaheh",2025,Investigation of Critical Success Factors for Sustainable Marketing of Malaysian Manufacturing Small and Medium-Sized Enterprises: A Multi-Criteria Decision-Making Approach,BUSINESS STRATEGY AND DEVELOPMENT,,,,UNSURE,title_insufficient,,,,,,,,wos
S1989,001424410300001,"Pedrazzoli, Agustin; Peralta, Ignacio Alvarez; Benito, Santos M. Ruesga",2025,Financial accumulation in non-financial corporations: a firm-level assessment for the OECD,SOCIO-ECONOMIC REVIEW,,,,UNSURE,title_insufficient,,,,,,,,wos
S1990,001427689300001,"Buckley, Peter J.; Craig, Thomas D.; Mudambi, Ram",2025,Time and MNE strategy: Managing temporal misalignments in global value chains,LONG RANGE PLANNING,,,,Y,ip_firm_match,,,,,,,,wos
S1991,001428745400001,"Yang, Yunxiang; Hu, Xiaoyang; Li, Daode; Cai, Wenhao",2025,Including A-shares in the MSCI index and enterprises' Total factor productivity-impact on China's micro-enterprises,FINANCE RESEARCH LETTERS,,,,UNSURE,title_insufficient,,,,,,,,wos
S1992,001431802000001,"Jose, Saju; Buchanan, F. Robert",2025,Strategic factors in SME leadership orientation towards initiating exports: India context,MEASURING BUSINESS EXCELLENCE,,,,Y,ip_firm_match,,,,,,,,wos
S1993,001431807200001,"Anggara, Ali Akbar; Aryoko, Yudhistira Pradhipta; Dewandaru, Rhis Ogie; Kharismasyah, Alfato Yusnar; Fatchan, Ilham Nuryana",2025,"Does Maintaining Resources, Diversification, and Internationalization Matter for Achieving High Firm Performance? A Sustainable Competitiveness Strategy for China Taipei Firms",SUSTAINABILITY,,,,Y,ip_perf_match,,,,,,,,wos
S1994,001432726100001,"Capelleras, Joan-Lluis; Martin-Sanchez, Victor; Zhang, Chao",2025,The curvilinear relationship between digitalization and export propensity: The role of home country corruption in emerging economies,TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,,,,UNSURE,title_insufficient,,,,,,,,wos
S1995,001436515700001,"Jung, Soyeon; Lee, Seoki",2025,Internationalization and stock returns during the pandemic: Hotels vs. casinos,INTERNATIONAL JOURNAL OF HOSPITALITY MANAGEMENT,,,,UNSURE,title_insufficient,,,,,,,,wos
S1996,001436829800001,"Ma, Shuzhong; Wu, Peng; Fang, Chao",2025,The impact of robot adoption on firm's OFDI: Evidence from China,JOURNAL OF ASIAN ECONOMICS,,,,UNSURE,title_insufficient,,,,,,,,wos
S1997,001436876900001,"Luong, Ha-Phuong; Jones, Chris; Temouri, Yama",2025,Cluster Internationalization to Tax Havens by Multinational Enterprises: An Exploration of Imitative Behaviour,JOURNAL OF WORLD BUSINESS,,,,UNSURE,title_insufficient,,,,,,,,wos
S1998,001438922300001,"Maurseth, Per Botolf; Masso, Jaan; Holmen, Rasmus Bogh",2025,FDI and trade for foreign market entry: theory and evidence from Estonia,BALTIC JOURNAL OF ECONOMICS,,,,UNSURE,title_insufficient,,,,,,,,wos
S1999,001439570400001,"Zhou, Hua; Zhang, Xiaodong; Yang, Lun",2025,Balancing export intensity and innovation: Uncovering the inverted-U relationship in Chinese manufacturing firms,ECONOMIC ANALYSIS AND POLICY,,,,Y,ip_firm_match,,,,,,,,wos
S2000,001443214100001,"Akhgari, Mehdi; Bruning, Edward R.; Aghakhani, Hamed; Baradaran-Rafiee, Vahideh",2025,Foreign Market Expansion Commitment and SMEs Financial Performance,JOURNAL OF INTERNATIONAL CONSUMER MARKETING,,,,UNSURE,title_insufficient,,,,,,,,wos
S2001,001448134900001,"Yu, Shengjing; Zheng, Xiaolan; Liu, Martin J.",2025,Board digital expertise and digital innovation: Evidence from commercial banks in China,RESEARCH IN INTERNATIONAL BUSINESS AND FINANCE,,,,UNSURE,title_insufficient,,,,,,,,wos
S2002,001449281400001,"Fores, Beatriz",2025,"Public Funding Dynamics in Clean and Dirty Industries: An Empirical Analysis of the Effects of Eco-Innovation, Cooperation, and Internationalization Strategies",BUSINESS STRATEGY AND THE ENVIRONMENT,,,,Y,ip_firm_match,,,,,,,,wos
S2003,001450606500001,"Krenz, Astrid",2026,Does gender matter for export behavior? Evidence for German companies,INTERNATIONAL JOURNAL OF GENDER AND ENTREPRENEURSHIP,,,,Y,ip_firm_match,,,,,,,,wos
S2004,001451531900001,"Sanchez-Hernandez, Maria del Mar; Martinez-Ferrero, Jennifer; Garcia-Meca, Emma",2025,"Board Gender Diversity, Female Expertise, and Female Internationalization: Exploring Influences on the Readability of Sustainability Reporting",CORPORATE SOCIAL RESPONSIBILITY AND ENVIRONMENTAL MANAGEMENT,,,,UNSURE,title_insufficient,,,,,,,,wos
S2005,001453950300001,"Mondal, Arindam; Sinha, Indrani",2026,"A configurational analysis of digital technology, environmental, and social concerns on the internationalization of entrepreneurial ventures",MANAGEMENT DECISION,,,,UNSURE,title_insufficient,,,,,,,,wos
S2006,001453726900001,"Chen, Sheng-Hung; Hsu, Hao-Cheng; Lin, Shih-Ting",2025,The Joint Effects of Firm's Globalization and ESG Rating on Financial Performance: Evidence from Food Industry in Taiwan,SUSTAINABILITY,,,,Y,ip_perf_match,,,,,,,,wos
S2007,001454003700001,"Sorroche-del-rey, Yolanda; Piedra-munoz, Laura; GALDEANO-GoMEZ, Emilio; Garcia-granero, Eva m.",2025,Determinants of pollutant emissions in the Spanish agri-food sector: The role of international trade,AGRICULTURAL ECONOMICS-ZEMEDELSKA EKONOMIKA,,,,UNSURE,title_insufficient,,,,,,,,wos
S2008,001456286700001,"Wang, Xiaozhuo; Yang, Guang",2025,Does being embedded in RTA networks promote firm productivity? Evidence from Chinese firms,INTERNATIONAL REVIEW OF ECONOMICS & FINANCE,,,,UNSURE,title_insufficient,,,,,,,,wos
S2009,001459777400001,"Yu, Pei; Chen, Yilan; Zhao, Yumiao",2025,Overcoming the ESG Voids at Home: Supplier ESG Performance and the Internationalization of Emerging Market Multinational Enterprises,MANAGEMENT INTERNATIONAL REVIEW,,,,Y,ip_perf_match,,,,,,,,wos
S2010,001462171100001,"Higon, Dolores Anon; Manez, Juan A.; Sanchis, Amparo; Sanchis, Juan A.",2026,Digitalisation and global value chain participation: evidence from Spanish manufacturing firms,INDUSTRY AND INNOVATION,,,,UNSURE,title_insufficient,,,,,,,,wos
S2011,001465074200001,"Salmeron, Jose Pinera; Valle, Raquel Sanz; Molina-Castillo, Francisco-Jose",2025,"Beyond borders: Unraveling the tapestry of export performance through business model innovation, open innovation, and organisational agility",TECHNOVATION,,,,Y,ip_perf_match,,,,,,,,wos
S2012,001465073100001,"Edeh, Jude; Olarewaju, Adeniyi D.; Kusi, Samuel Yaw",2025,"What drives SME export intensity in transition economies? The role of infrastructure, digitalisation and innovation capabilities",TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,,,,Y,ip_firm_match,,,,,,,,wos
S2013,001469692900001,"Liu, Defeng; Xu, Xingao; Lyu, Xinyu; Shi, Yaobo",2025,Overseas R&D and Technological Innovation: Empirical Evidence of Chinese Listed Companies,PACIFIC-BASIN FINANCE JOURNAL,,,,UNSURE,title_insufficient,,,,,,,,wos
S2014,001399022700011,"Civelek, Mehmet",2024,The Importance of Resource-based View Related Abilities and Financial Performance of SMEs for Their Sustainable Practices,JOURNAL OF MEHMET AKIF ERSOY UNIVERSITY ECONOMICS AND ADMINISTRATIVE SCIENCES FACULTY,,,,UNSURE,title_insufficient,,,,,,,,wos
S2015,001467335200001,"Grover, Cheshta; Ranjan, Ram",2026,Analyzing energy efficiency decisions in India's energy-intensive industries,INTERNATIONAL JOURNAL OF ENERGY SECTOR MANAGEMENT,,,,UNSURE,title_insufficient,,,,,,,,wos
S2016,001471024700001,"Jean, Ruey-Jer 'Bryan'; Kim, Daekwan; Cavusgil, S. Tamer; Chen, Chialin",2025,Determinants of Chinese Exporters' Online De-Internationalization,MANAGEMENT AND ORGANIZATION REVIEW,,,,UNSURE,title_insufficient,,,,,,,,wos
S2017,001469299700001,"Andreu, Rosario; Rienda, Laura; Ruiz-Fernandez, Lorena",2025,The role of intellectual capital and women managers in the internationalization-performance relationship: An analysis of Spanish hotel firms,JOURNAL OF BUSINESS RESEARCH,,,,Y,ip_perf_match,,,,,,,,wos
S2018,001468933700001,"Chiao, Yu-Ching; Chang, Yu-Chen; Lin, Chun-Chien",2025,"Bribery, local network, and local performance among multinational corporations: a moderated mediation model of informal competition",JOURNAL OF BUSINESS & INDUSTRIAL MARKETING,,,,Y,ip_perf_match,,,,,,,,wos
S2019,001474114900001,"Wang, Ziyi; Fang, Xiuyuan; Li, Yuanxu",2025,Internationalization rhythm and corporate innovation performance in an emerging market,MANAGEMENT DECISION,,,,Y,ip_perf_match,,,,,,,,wos
S2020,001476877000001,"Martos-Pedrero, Antonio; Cortes-Garcia, Francisco Joaquin; Abad-Segura, Emilio; Belmonte-Urena, Luis J.",2025,"Internationalization, innovation, and resilience: Financial performance of agricultural cooperatives in southeastern Spain's rural economy",JOURNAL OF RURAL STUDIES,,,,Y,ip_perf_match,,,,,,,,wos
S2021,001483194300001,"Pan, Yuchen; Wang, Han; Liu, Zhen",2026,"Corporate ESG Performance, Ownership Structure and Export Intensity: Evidence From Chinese Listed Companies",INTERNATIONAL JOURNAL OF FINANCE & ECONOMICS,,,,Y,ip_perf_match,,,,,,,,wos
S2022,001483040900001,"Su, Yunqing; Lu, Weijun",2025,The impact of enterprise income tax on firm export: Evidence from income tax revenue sharing reform in China,ECONOMIC ANALYSIS AND POLICY,,,,Y,ip_perf_match,,,,,,,,wos
S2023,001483862500001,"Ahmed, Mohamed M. M.; Elmassri, Moataz",2025,The management accounting system design in family firms: the role of leadership and entrepreneurial orientation,JOURNAL OF FINANCIAL REPORTING AND ACCOUNTING,,,,UNSURE,title_insufficient,,,,,,,,wos
S2024,001487419200001,"Thakur, Pooja; Bankar, Shivani",2025,Exports Spillovers from Multinational Enterprises to Domestic Firms in India: A Study of Selected Services,FOREIGN TRADE REVIEW,,,,UNSURE,title_insufficient,,,,,,,,wos
S2025,001488556900001,"Csurilla, Gergely; Bakucs, Zoltan; Ferto, Imre",2025,"Wine, markups, and export behavior: Evidence from Hungary",JOURNAL OF WINE ECONOMICS,,,,UNSURE,title_insufficient,,,,,,,,wos
S2026,001490202200005,"Zhang, Yan",2025,Strategic Change in Tourism and Hospitality: Impact of CEOs' and Boards' Experiences,TOURISM ANALYSIS,,,,UNSURE,title_insufficient,,,,,,,,wos
S2027,001490745900001,"Arslan, Volkan; Ulubeyli, Serdar; Dogan, Emrah",2025,To diversify or not to diversify: A fuzzy decision-making model for construction companies,GRADEVINAR,,,,UNSURE,title_insufficient,,,,,,,,wos
S2028,001489971800001,"Zhang, Dengjun; Affuso, Ermanno; Buleca, Jan; Toth, Peter; Pandey, Rudresh",2025,"Relationship Among R&D, Productivity, and Firm Exports: The Moderating Role of Credit Constraints",STUDIES IN BUSINESS AND ECONOMICS,,,,Y,ip_perf_match,,,,,,,,wos
S2029,001493004700001,"Zhu, Qin; Li, Xin",2025,The impact of enhanced intelligent manufacturing capabilities on a firm's export performance,FINANCE RESEARCH LETTERS,,,,Y,ip_perf_match,,,,,,,,wos
S2030,001493498300001,"Kostiuchenko, Nikita; Deseatnicov, Ivan",2025,Beyond resource intensity: unveiling the determinants of Russian MNEs' integration into global value chains,POST-COMMUNIST ECONOMIES,,,,UNSURE,title_insufficient,,,,,,,,wos
S2031,001493441700001,"Mardones, Juan Gallegos; Ibanez, Maria J.",2025,Women's Participation in Top Management Business Positions and the Internationalization Process. Evidence for Chilean Companies,SAGE OPEN,,,,Y,ip_firm_match,,,,,,,,wos
S2032,001497027900001,"Berlingieri, Giuseppe; Marcolin, Luca; Ornelas, Emanuel",2025,Service Offshoring and Export Experience,ECONOMIC JOURNAL,,,,UNSURE,title_insufficient,,,,,,,,wos
S2033,001499701500001,"Yigezu, Hailegebriel; Soderbom, Mans; Ferede, Tadele",2025,Energy use and efficiency in Ethiopia's manufacturing sector: a stochastic frontier analysis,APPLIED ECONOMICS,,,,UNSURE,title_insufficient,,,,,,,,wos
S2034,001499647500001,"Malca, Oscar; Pena-Vinces, Jesus; Marcilla-Vigo, Miguel; Rubio Donet, Jorge",2025,"International relations, organisational resources and capabilities and export experience as determinants of the export performance of SMEs in developing countries, Peru",EUROPEAN BUSINESS REVIEW,,,,Y,ip_perf_match,,,,,,,,wos
S2035,001501508800001,"Zhong, Xi; Ren, Ge; Wu, Xiaojie",2025,"Financial performance shortfalls, innovation performance shortfalls and returnee executives: does the internationalization of firms matter?",INTERNATIONAL MARKETING REVIEW,,,,Y,ip_perf_match,,,,,,,,wos
S2036,001498571600019,"Lv, Jia; Zhou, Jie; Liu, Yajun",2025,Can splitting influence corporate strategy? Exploring the effects of TMT faultlines on internationalization speed,PLOS ONE,,,,Y,ip_firm_match,,,,,,,,wos
S2037,001502356200001,"Singh, Ashutosh; Huang, Xuan; Heinberg, Martin; Liu, Yeyi",2025,Understanding the link between philanthropy and performance: the role of international strategies,INTERNATIONAL MARKETING REVIEW,,,,UNSURE,title_insufficient,,,,,,,,wos
S2038,001504584400001,"Mathew, Nicholas; Javalgi, Rajshekhar (Raj)",2025,Emerging market professional service firms' market success: does cultural intelligence matter?,JOURNAL OF BUSINESS & INDUSTRIAL MARKETING,,,,UNSURE,title_insufficient,,,,,,,,wos
S2039,001503617600001,"Ayhan, Sinem H.; Lehmann, Hartmut; Pelek, Selin",2025,Job creation and job destruction in Turkey,EURASIAN ECONOMIC REVIEW,,,,UNSURE,title_insufficient,,,,,,,,wos
S2040,001503711400001,"He, Huan; Zhan, Yuanzhu; Huo, Baofeng; Zhang, Yufeng; Shi, Xiaojie",2025,The impact of national centralized drug procurement policy on firm performance: Evidence from Chinese pharmaceutical firms,TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,,,,UNSURE,title_insufficient,,,,,,,,wos
S2041,001505152600001,"Alt, Monika-Anetta; Berezvai, Zombor; Agardi, Irma",2025,Sustainable Development Goal-Related Innovations and Financial Performance: Evidence From European Grocery Retailers,CORPORATE SOCIAL RESPONSIBILITY AND ENVIRONMENTAL MANAGEMENT,,,,UNSURE,title_insufficient,,,,,,,,wos
S2042,001505297500001,"Crescenzi, Riccardo; Ganau, Roberto",2025,"When the rain comes, don't stay at home! Regional innovation and FDI in the aftermath of the Great Recession",REGIONAL STUDIES,,,,UNSURE,title_insufficient,,,,,,,,wos
S2043,001506635200001,"Gao, Jingyi; Ren, Yuanming; Zhan, Xinyu",2025,Outward foreign direct investment and pollution: Evidence from China,INTERNATIONAL REVIEW OF FINANCIAL ANALYSIS,,,,UNSURE,title_insufficient,,,,,,,,wos
S2044,001507715100001,"Tang, Linjia; Guo, Yingying; Lu, Zhi; Jiang, Ziyan; Zha, Jianfeng",2026,Wading the uncharted water: how firm's global value chain R&D engagement shaped by domestic performance feedback and CEO incentives?,CHINESE MANAGEMENT STUDIES,,,,UNSURE,title_insufficient,,,,,,,,wos
S2045,001508114700001,"Kautish, Pradeep; Sarangi, Subrat; Lan, Sai; Mehrotra, Ankit; Simillidou, Aspasia",2025,"Integrating SMEs market and technology orientation: an exploration of digital technological opportunism, agility, future focus and performance",INTERNATIONAL MARKETING REVIEW,,,,UNSURE,title_insufficient,,,,,,,,wos
S2046,001509973300001,"Kwon, He-Boong; Lee, Jooh",2026,Exploring the dynamic impact patterns of R&D on firm capability: asymmetric impact analysis,JOURNAL OF MODELLING IN MANAGEMENT,,,,UNSURE,title_insufficient,,,,,,,,wos
S2047,001509010800020,"Liu, Xinrui; Mayer, Michael; Dimov, Dimo",2025,Returnee entrepreneurs' international experience: Effects on entrepreneurial orientation and speed of internationalization,INTERNATIONAL BUSINESS REVIEW,,,,UNSURE,title_insufficient,,,,,,,,wos
S2048,001509010800005,"Wright, Joanne; Fiedler, Antje; Fath, Benjamin P.",2025,Breaking trust? International partnership exit and learning about opportunities,INTERNATIONAL BUSINESS REVIEW,,,,UNSURE,title_insufficient,,,,,,,,wos
S2049,001506313700001,"Mansouri, Samy; Kaswengi, Joseph",2025,"Linking Dynamic Capabilities to Export Performance in Africa: The Moderating Roles of Institutional Support, Sociopolitical Context, and Perceived Corruption",THUNDERBIRD INTERNATIONAL BUSINESS REVIEW,,,,Y,ip_perf_match,,,,,,,,wos
