economy,year,lp_z,fsts,fsts_c,fsts_c2,fdi10,ln_age,tci_z,dai
Vanuatu,2009,0.060118226423946874,0.0,-0.05373103448275862,0.002887024066587396,0.0,2.302585092994046,-0.6087999364630081,0.0
Vanuatu,2009,-0.4929378417549267,0.0,-0.05373103448275862,0.002887024066587396,0.0,3.1354942159291497,-0.6087999364630081,1.0
Vanuatu,2009,-0.48201547189725436,0.0,-0.05373103448275862,0.002887024066587396,0.0,3.091042453358316,-0.6087999364630081,1.0
Vanuatu,2009,-0.10536022077821126,0.0,-0.05373103448275862,0.002887024066587396,0.0,1.3862943611198906,-0.6087999364630081,0.0
Vanuatu,2009,0.7603513102473959,0.0,-0.05373103448275862,0.002887024066587396,1.0,2.302585092994046,-0.6087999364630081,0.0
Vanuatu,2009,-0.38282426760620175,0.0,-0.05373103448275862,0.002887024066587396,0.0,2.995732273553991,-0.6087999364630081,0.0
Vanuatu,2009,-1.3456628544896037,0.0,-0.05373103448275862,0.002887024066587396,0.0,3.258096538021482,-0.6087999364630081,0.0
Vanuatu,2009,0.13187014575629005,0.7,0.6462689655172413,0.41766357579072527,0.0,1.3862943611198906,1.629435124062757,0.0
Vanuatu,2009,2.212195873578039,0.0,-0.05373103448275862,0.002887024066587396,1.0,4.406719247264253,-0.6087999364630081,0.0
Vanuatu,2009,-0.46589847284116376,0.0,-0.05373103448275862,0.002887024066587396,0.0,2.1972245773362196,-0.6087999364630081,0.0
Vanuatu,2009,0.20757711760314743,0.0,-0.05373103448275862,0.002887024066587396,1.0,1.0986122886681098,1.629435124062757,1.0
Vanuatu,2009,0.5531106802408762,0.0,-0.05373103448275862,0.002887024066587396,0.0,1.0986122886681098,-0.6087999364630081,0.0
Vanuatu,2009,1.7274079465757881,0.0,-0.05373103448275862,0.002887024066587396,1.0,1.9459101490553132,-0.6087999364630081,0.0
Vanuatu,2009,-0.21340964649367836,0.0,-0.05373103448275862,0.002887024066587396,1.0,2.995732273553991,-0.6087999364630081,0.0
Vanuatu,2009,-0.5498312173192337,0.0,-0.05373103448275862,0.002887024066587396,0.0,2.995732273553991,-0.6087999364630081,0.0
Vanuatu,2009,0.17645542912183457,0.0,-0.05373103448275862,0.002887024066587396,1.0,1.791759469228055,-0.6087999364630081,1.0
Vanuatu,2009,0.5933443605343639,0.0,-0.05373103448275862,0.002887024066587396,0.0,3.044522437723423,1.629435124062757,1.0
Vanuatu,2009,2.212195873578039,0.0,-0.05373103448275862,0.002887024066587396,0.0,1.0986122886681098,1.629435124062757,0.0
Vanuatu,2009,-0.8272952641472228,0.0,-0.05373103448275862,0.002887024066587396,1.0,3.6109179126442243,1.629435124062757,1.0
Vanuatu,2009,-0.255707475220424,0.0,-0.05373103448275862,0.002887024066587396,0.0,2.4849066497880004,1.629435124062757,0.0
Vanuatu,2009,-1.195315600047391,0.0,-0.05373103448275862,0.002887024066587396,0.0,2.70805020110221,-0.6087999364630081,0.0
Vanuatu,2009,-0.6769480097050101,0.0,-0.05373103448275862,0.002887024066587396,0.0,2.3978952727983707,1.629435124062757,1.0
Vanuatu,2009,0.4998904816564582,0.0,-0.05373103448275862,0.002887024066587396,1.0,1.9459101490553132,1.629435124062757,1.0
Vanuatu,2009,-1.146961419098666,0.0,-0.05373103448275862,0.002887024066587396,1.0,2.4849066497880004,1.629435124062757,0.0
Vanuatu,2009,-0.052140022193793274,0.0,-0.05373103448275862,0.002887024066587396,0.0,0.6931471805599453,-0.6087999364630081,0.0
Vanuatu,2009,-0.255707475220424,0.0,-0.05373103448275862,0.002887024066587396,0.0,3.58351893845611,,0.0
Vanuatu,2009,0.37934445605629746,0.0,-0.05373103448275862,0.002887024066587396,0.0,1.791759469228055,-0.6087999364630081,0.0
Vanuatu,2009,-0.9032560063818404,0.0,-0.05373103448275862,0.002887024066587396,1.0,2.5649493574615367,1.629435124062757,0.0
Vanuatu,2009,0.7113491611079683,0.0,-0.05373103448275862,0.002887024066587396,1.0,3.044522437723423,-0.6087999364630081,0.0
